,word,pos_tag,tag_type,sentence
1135,cityofresearcha,NN,NOUN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1136,led,VBD,VERB,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1137,way,NN,NOUN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1138,absolutely,RB,ADV,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1139,delighted,JJ,ADJ,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1140,news,NN,NOUN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1141,docjohnwrighta,NNP,PROPN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1142,co,NNP,PROPN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1143,bszuveykre,NNP,PROPN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1144,involved,VBN,VERB,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1145,government,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1146,agency,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1147,communication,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1148,join,VBP,VERB,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1149,u,NNP,PROPN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1150,communicator,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1151,coffee,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1152,chat,VBP,VERB,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1153,fri,JJ,ADJ,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1154,dec,NNP,PROPN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1155,theme,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1156,covid,NNP,PROPN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1157,vaccine,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1158,insight,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1159,challenge,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1160,best,JJS,ADJ,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1161,practice,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1162,dm,NNP,PROPN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1163,addl,JJ,ADJ,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1164,info,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1165,agencywork,NNP,PROPN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1166,govit,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1167,communitybuilding,VBG,VERB,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1168,eventsprofs,NNP,PROPN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1169,gov,NNP,PROPN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1170,mil,NNP,PROPN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1171,email,NNP,PROPN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1172,address,NN,NOUN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1173,req,NNP,PROPN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1174,co,NNP,PROPN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
1175,w,NNP,PROPN,involved government agency communication join u communicator coffee chat fri dec theme covid vaccine insight challenge best practice dm addl info agencywork govit communitybuilding eventsprofs gov mil email address req co w spdl tb
